example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage
78,EITHER HE CALLS MINISTERS THROUGH THE AGENCY OF MEN OR HE CALLS THEM DIRECTLY AS HE CALLED THE PROPHETS AND APOSTLES,THE HAWK SAT UPON THE BRANCH AND WATCHED HIS QUARRY SWIMMING BENEATH THE SURFACE,"In the middle of the mountain, the mountains are the mountains that are covered with the rest of the mountain.",False,1000,5.0262532234191895,0.15000000596046448,0.14944712817668915,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0010.flac,2830-3980-0010,0.15,stage1
79,SOMEHOW OF ALL THE DAYS WHEN THE HOME FEELING WAS THE STRONGEST THIS DAY IT SEEMED AS IF SHE COULD BEAR IT NO LONGER,AND ALL HIS BROTHERS AND SISTERS STOOD ROUND AND LISTENED WITH THEIR MOUTHS OPEN,Draw it to all the high-grade system that you just need. And make this easy to get started.,False,1000,3.9881417751312256,0.15000000596046448,0.14951810240745544,stage1,LibriSpeech/test-clean/237/126133/237-126133-0003.flac,237-126133-0003,0.15,stage1
80,BUT THEL IS LIKE A FAINT CLOUD KINDLED AT THE RISING SUN I VANISH FROM MY PEARLY THRONE AND WHO SHALL FIND MY PLACE,WON'T YOU RUN INTO THE HOUSE AND SEE IF MARTHA CAN'T SPARE ONE OR TWO MORE MAIDS,The camera is later defeated. See if the host merchant fails.,False,1000,4.355019569396973,0.15000000596046448,0.14954803884029388,stage1,LibriSpeech/test-clean/908/157963/908-157963-0012.flac,908-157963-0012,0.15,stage1
81,AND GENTLE SLEEP THE SLEEP OF DEATH AND GENTLY HEAR THE VOICE OF HIM THAT WALKETH IN THE GARDEN IN THE EVENING TIME,I DIDN'T STOP TO THINK WHETHER IT WAS FOOLISH OR NOT I DID IT AND I'M GLAD I DID,"And rather, it was a football history of music, and gradually it's vehicle voice is shining, and I still feel awkward seeing the father and the figure of something I can do.",False,1000,3.356520891189575,0.15000000596046448,0.14940668642520905,stage1,LibriSpeech/test-clean/908/157963/908-157963-0006.flac,908-157963-0006,0.15,stage1
82,I AND MY WIFE AND SON AND THE TWO CRASWELLERS AND THREE OR FOUR OTHERS AGREED TO DINE ON BOARD THE SHIP ON THE NEXT,SIT DOWN PLEASE SAID GATES IN A CHEERFUL AND PLEASANT VOICE THERE'S A BENCH HERE,twice and avoid it down to be please much less since it really will also reduce vulnerable to good things in the next phase,False,1000,3.9129066467285156,0.15000000596046448,0.14949247241020203,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0015.flac,8455-210777-0015,0.15,stage1
83,IF WE HAD RETAINED THE SUBJECT OR ACT IN KNOWLEDGE THE WHOLE PROBLEM OF MEMORY WOULD HAVE BEEN COMPARATIVELY SIMPLE,I TOOK FIVE GREAT BRACELETS OF GOLD FROM OUR TREASURE CHEST AND GAVE THEM TO HIM,"I think we have as many as kids, thus we are kids, but as always, we are just really nice kids. We all start using the wisdom skills of two kids.",False,1000,4.607616424560547,0.15000000596046448,0.14952804148197174,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0020.flac,8230-279154-0020,0.15,stage1
84,THE BEHAVIOURIST WHO ATTEMPTS TO MAKE PSYCHOLOGY A RECORD OF BEHAVIOUR HAS TO TRUST HIS MEMORY IN MAKING THE RECORD,AS OUR BOAT FLASHED DOWN THE ROLLERS INTO THE WATER I MADE THIS SONG AND SANG IT,"The police have offered free streets to kill the deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf, deaf",False,1000,3.661267042160034,0.15000000596046448,0.1494971215724945,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0006.flac,8230-279154-0006,0.15,stage1
85,IT IS YOU WHO ARE MISTAKEN RAOUL I HAVE READ HIS DISTRESS IN HIS EYES IN HIS EVERY GESTURE AND ACTION THE WHOLE DAY,HAS THEE CONSULTED THY MOTHER ABOUT A CAREER I SUPPOSE IT IS A CAREER THEE WANTS,And my high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-high-,False,1000,3.1325807571411133,0.15000000596046448,0.1494387537240982,stage1,LibriSpeech/test-clean/6930/75918/6930-75918-0009.flac,6930-75918-0009,0.15,stage1
86,AND THEN HE TOLD ALL ABOUT HIS YOUTH AND THE LITTLE MICE HAD NEVER HEARD THE LIKE BEFORE AND THEY LISTENED AND SAID,I HAVEN'T HAD A CHANCE YET TO TELL YOU WHAT A JOLLY LITTLE PLACE I THINK THIS IS,Thank you very much for watching.,False,1000,3.849125623703003,0.15000000596046448,0.1494496613740921,stage1,LibriSpeech/test-clean/672/122797/672-122797-0055.flac,672-122797-0055,0.15,stage1
87,TO GROW AND GROW TO GET OLDER AND BE TALL THOUGHT THE TREE THAT AFTER ALL IS THE MOST DELIGHTFUL THING IN THE WORLD,SHE CONSIDERED A MOMENT AND THEN SAID NO I THINK NOT THOUGH I AM GLAD YOU ASK ME,"Jimmy! Can I shoot you on stage for a secret party in the middle of the evening? See if you can see the secret of the ocean? Don't shoot me on the edge of the room, I'll show you how to do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it. I'll do it",False,1000,1.7815766334533691,0.15000000596046448,0.14954300224781036,stage1,LibriSpeech/test-clean/672/122797/672-122797-0006.flac,672-122797-0006,0.15,stage1
88,ROBIN FITZOOTH SAW THAT HIS DOUBTS OF WARRENTON HAD BEEN UNFAIR AND HE BECAME ASHAMED OF HIMSELF FOR HARBORING THEM,WE ARE TO HEAR CHRIST WHO HAS BEEN APPOINTED BY THE FATHER AS OUR DIVINE TEACHER,"Robbery to the head of the first parlor of the Arctic and fallen to the U.S. ever-ending lands. Those who started the fire, they were 40-7-25.",False,1000,3.6980748176574707,0.15000000596046448,0.1494351625442505,stage1,LibriSpeech/test-clean/61/70970/61-70970-0036.flac,61-70970-0036,0.15,stage1
89,YES SOMETHING EVERYTHING SAID RACHEL HURRIEDLY LOOKING FROWNINGLY AT A FLOWER WHICH SHE WAS TWIRLING IN HER FINGERS,FOR A MOMENT GILCHRIST WITH UPRAISED HAND TRIED TO CONTROL HIS WRITHING FEATURES,"The Hornet is comfortable as a big Indian playtale, so it's very easy to freeze the path in the way that you can try out on a small bird with a deep in the feet.",False,1000,2.364687204360962,0.15000000596046448,0.14947980642318726,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0014.flac,5683-32879-0014,0.15,stage1
90,THEIR WALK CONTINUED SILENT FOR THE GREATER PART NEITHER WAS QUITE SATISFIED WITH THE OTHER BUT RACHEL AT LAST SAID,BUT THE DUSK DEEPENING IN THE SCHOOLROOM COVERED OVER HIS THOUGHTS THE BELL RANG,We'll watch you know when you try to get a deep reason to push. Now we'll see you guys in the next episode of T.V. News.,False,1000,5.078797340393066,0.15000000596046448,0.14963498711585999,stage1,LibriSpeech/test-clean/5683/32866/5683-32866-0011.flac,5683-32866-0011,0.15,stage1
91,THIS TRUTH WHICH I HAVE LEARNED FROM HER LIPS IS CONFIRMED BY HIS FACE IN WHICH WE HAVE BOTH BEHELD THAT OF OUR SON,THE PECULIAR CIRCUMSTANCES OF THE COLONY ARE WITHIN YOUR EXCELLENCY'S KNOWLEDGE,"Rack to the east, west, west, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south, south,",False,1000,6.170011043548584,0.15000000596046448,0.14965590834617615,stage1,LibriSpeech/test-clean/5639/40744/5639-40744-0029.flac,5639-40744-0029,0.15,stage1
92,WHAT I MEAN IS THAT I WANT YOU TO PROMISE NEVER TO SEE ME AGAIN NO MATTER HOW OFTEN I COME NO MATTER HOW HARD I BEG,THEIR DISTINCTIVE CHARACTERS HOWEVER DISPLAY ONE BROAD AND UNFAILING DIFFERENCE,5-2-3 are the ones that will challenge the winner to see every disc between another's heart-bound and a great difficulty of hard-life serenity.,False,1000,3.009754180908203,0.15000000596046448,0.14941446483135223,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0033.flac,4446-2275-0033,0.15,stage1
93,HE STOOD A LITTLE BEHIND HER AND TRIED TO STEADY HIMSELF AS HE SAID IT'S SOFT AND MISTY SEE HOW WHITE THE STARS ARE,THE HAWK ALIGHTED ON THE DEAD BRANCH AND SAT UPRIGHT MOTIONLESS AS IF SURPRISED,"So I'm going to tell you guys this, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm going to give you a message, I'm",False,1000,5.2066264152526855,0.15000000596046448,0.14944887161254883,stage1,LibriSpeech/test-clean/4446/2273/4446-2273-0032.flac,4446-2273-0032,0.15,stage1
94,STUNG BY ANXIETY FOR THIS LITTLE SISTER SHE UPBRAIDED MISS W FOR HER FANCIED INDIFFERENCE TO ANNE'S STATE OF HEALTH,SOME MYSTERIOUS FORCE SEEMED TO HAVE BROUGHT ABOUT A CONVULSION OF THE ELEMENTS,"So long, Danji!",False,1000,3.9087395668029785,0.15000000596046448,0.14935065805912018,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0054.flac,3575-170457-0054,0.15,stage1
95,THE SUBJECT WAS A VERY NOBLE ONE HE DESCRIBED THE MOST FAMOUS ACTION IN WHICH THE ATHENIAN PEOPLE WERE EVER ENGAGED,I LEFT YOU ON A CONTINENT AND HERE I HAVE THE HONOR OF FINDING YOU ON AN ISLAND,"Our graduates, we will continue to work on this. We will be doing our best to help you. We will be doing our best to help you.",False,1000,4.908298015594482,0.15000000596046448,0.14944270253181458,stage1,LibriSpeech/test-clean/2961/961/2961-961-0007.flac,2961-961-0007,0.15,stage1
96,IF EVER HE WAS IMPELLED TO CAST SIN FROM HIM AND TO REPENT THE IMPULSE THAT MOVED HIM WAS THE WISH TO BE HER KNIGHT,ALWAYS IRRITABLE COLD INDIFFERENT HE HAD GROWN RAPIDLY MORE SO AS YEARS WENT ON,The human here seems to be the most important part of the world's largest area of the world. But you will soon have to have a good time on the field of the world.,False,1000,5.816247463226318,0.15000000596046448,0.14955681562423706,stage1,LibriSpeech/test-clean/1089/134686/1089-134686-0013.flac,1089-134686-0013,0.15,stage1
97,THE HELPLESS WORM AROSE AND SAT UPON THE LILLYS LEAF AND THE BRIGHT CLOUD SAILD ON TO FIND HIS PARTNER IN THE VALE,ALL THESE HONEST PERSONS ARE WAITING THEIR TURN TO GET THEIR SNUFF BOXES FILLED,That is the most difficult journey to wait for the season of Sunday waiting in the middle of the day. A few of the rides to go after the day of the day is the most fun of the day.,False,1000,4.815842151641846,0.15000000596046448,0.1496468037366867,stage1,LibriSpeech/test-clean/908/157963/908-157963-0023.flac,908-157963-0023,0.15,stage1
98,SHE SAT DOWN IN A ROCKING CHAIR AND CLASPING HER HANDS IN HER LAP ROCKED SLOWLY BACK AND FORTH I'M SORRY SAID BETH,ON THE OTHER HAND WE ARE NOT TO REGARD THEM AS SO TERRIBLE THAT WE MUST DESPAIR,This is the most spectacular spot,False,1000,3.761749267578125,0.15000000596046448,0.14947059750556946,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0025.flac,6829-68771-0025,0.15,stage1
99,THESE WOMEN WERE FLATTERED BY THE ATTENTION OF THE YOUNG LADY AND HAD PROMISED TO ASSIST IN ELECTING MISTER FORBES,PAUL TAKES PRIDE IN HIS MINISTRY NOT TO HIS OWN PRAISE BUT TO THE PRAISE OF GOD,"In this episode, we will be talking about the speedometer, the X20 in the V16 engine.",False,1000,3.9127821922302246,0.15000000596046448,0.149319589138031,stage1,LibriSpeech/test-clean/6829/68771/6829-68771-0008.flac,6829-68771-0008,0.15,stage1
0,DOUBTS NOW AROSE AND SOME DISCUSSION FOLLOWED WHETHER OR NOT IT WAS DESIRABLE FOR BEN ZOOF TO ACCOMPANY HIS MASTER,MARY TAYLOR HOWEVER RELATED THE TALE OF ZORA TO MISSUS GREY'S PRIVATE EAR LATER,"Now, the first time I've ever seen a reality film is awesome. I'm a little bit surprised to see the reality of the day, the label of the film's relationship.",False,1000,3.369258165359497,0.15000000596046448,0.14938431978225708,stage1,LibriSpeech/test-clean/5105/28240/5105-28240-0024.flac,5105-28240-0024,0.15,stage1
1,MOTHER CAREY POURED COFFEE NANCY CHOCOLATE AND THE OTHERS HELPED SERVE THE SANDWICHES AND CAKE DOUGHNUTS AND TARTS,THAT IS ONE REASON YOU ARE OJO THE UNLUCKY SAID THE WOMAN IN A SYMPATHETIC TONE,"As you are a service with fund, you may become a member of the TV and a leadership group that has been on the list in this nation.",False,1000,4.15955924987793,0.15000000596046448,0.1492871791124344,stage1,LibriSpeech/test-clean/4992/41806/4992-41806-0011.flac,4992-41806-0011,0.15,stage1
2,SHE A TORY AND CLERGYMAN'S DAUGHTER WAS ALWAYS IN A MINORITY OF ONE IN OUR HOUSE OF VIOLENT DISSENT AND RADICALISM,SO I RETURN REBUK'D TO MY CONTENT AND GAIN BY ILL THRICE MORE THAN I HAVE SPENT,Junior stolen Ukraine's ring of yoll is a broken by yoll. That's all I'm going to do. It's Christmas and I have to have some rest.,False,1000,3.6711931228637695,0.15000000596046448,0.1493127942085266,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0005.flac,3575-170457-0005,0.15,stage1
3,I WILL BRIEFLY DESCRIBE THEM TO YOU AND YOU SHALL READ THE ACCOUNT OF THEM AT YOUR LEISURE IN THE SACRED REGISTERS,STEPHEN'S HEART BEGAN SLOWLY TO FOLD AND FADE WITH FEAR LIKE A WITHERING FLOWER,"The sky is blue, the sky is red, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue, the sky is blue",False,1000,5.742689609527588,0.15000000596046448,0.14961418509483337,stage1,LibriSpeech/test-clean/2961/961/2961-961-0016.flac,2961-961-0016,0.15,stage1
4,WHEN YOU ARGUE ABOUT THE NATURE OF GOD APART FROM THE QUESTION OF JUSTIFICATION YOU MAY BE AS PROFOUND AS YOU LIKE,OUR BAGGAGE WAS IMMEDIATELY CARRIED TO THE DECK OF THE FRIGATE I RUSHED ABOARD,"So we are due about the monolithic church, quite a few churches and churches and maybe the city of Monmouth is very quiet.",False,1000,5.098416328430176,0.15000000596046448,0.14947250485420227,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0051.flac,2830-3980-0051,0.15,stage1
5,THE ATMOSPHERE IS CHARGED WITH VAPOURS PERVADED WITH THE ELECTRICITY GENERATED BY THE EVAPORATION OF SALINE WATERS,THIS WAS A FORMIDABLE ARRAY OF ADVANTAGES SLAVERY WAS PLAYING WITH LOADED DICE,"The next rule is as Adi-Kai Bridge, a loaded semi-of-average vehicle that is going to be added as its last bird is a Polaray Dice spacecraft.",False,1000,3.071232795715332,0.15000000596046448,0.14938955008983612,stage1,LibriSpeech/test-clean/260/123288/260-123288-0002.flac,260-123288-0002,0.15,stage1
6,WE WANT TO KNOW MISTER GILCHRIST HOW YOU AN HONOURABLE MAN EVER CAME TO COMMIT SUCH AN ACTION AS THAT OF YESTERDAY,FOR LIKE AS NOT THEY MUST HAVE THOUGHT HIM A PRINCE WHEN THEY SAW HIS FINE CAP,"Focus your energy, you got to do it for a chemical effect with these limits, and it's always seen here to self.",False,1000,2.3407392501831055,0.15000000596046448,0.14928820729255676,stage1,LibriSpeech/test-clean/1580/141084/1580-141084-0031.flac,1580-141084-0031,0.15,stage1
7,WHAT COULD HE DO HE CAUGHT UP EVERYTHING WHICH WOULD BETRAY HIM AND HE RUSHED INTO YOUR BEDROOM TO CONCEAL HIMSELF,THEY ARE CHIEFLY FORMED FROM COMBINATIONS OF THE IMPRESSIONS MADE IN CHILDHOOD,"From combination, a lot of membership for the school. Later on, we'll see you guys at the Grand Jail Base Children's School.",False,1000,2.4249236583709717,0.15000000596046448,0.14948174357414246,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0037.flac,1580-141083-0037,0.15,stage1
8,THEY UNITE EVERY QUALITY AND SOMETIMES YOU WILL FIND ME REFERRING TO THEM AS COLORISTS SOMETIMES AS CHIAROSCURISTS,CONGRATULATIONS WERE POURED IN UPON THE PRINCESS EVERYWHERE DURING HER JOURNEY,The media's in its father. The security guard is calling the police. The police are sending the police to the police.,False,1000,2.9135496616363525,0.15000000596046448,0.14951027929782867,stage1,LibriSpeech/test-clean/1188/133604/1188-133604-0001.flac,1188-133604-0001,0.15,stage1
9,SO GHIP GHISIZZLE ORDERED THE CAPTAIN TO TAKE A FILE OF SOLDIERS AND ESCORT THE RAVING BEAUTIES TO THEIR NEW HOME,NAY WE REFUSED THEIR REQUEST MOST POLITELY MOST NOBLE SAID THE LITTLE STROLLER,"Today, we've been able to record the 50th anniversary of the Pacific Dyer, or the biggest and most glad story of the Pacific Ocean.",False,1000,3.407583236694336,0.15000000596046448,0.14931213855743408,stage1,LibriSpeech/test-clean/8555/284449/8555-284449-0018.flac,8555-284449-0018,0.15,stage1
10,JACK HAD BEEN STANDING IN THE FAR CORNER OF THE ROOM TALKING TO EVA AND WAS NOW REDUCED TO SILENCE BY HIS PRAISES,TO MY MIND THERE HAS ALWAYS BEEN SOMETHING INEXPRESSIBLY AWFUL IN FAMILY FEUDS,The drop of the standing is falling along with the empty left leg.,False,1000,3.9977660179138184,0.15000000596046448,0.1493167132139206,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0013.flac,8455-210777-0013,0.15,stage1
11,HOW CHEERFULLY HE SEEMS TO GRIN HOW NEATLY SPREAD HIS CLAWS AND WELCOME LITTLE FISHES IN WITH GENTLY SMILING JAWS,I'M GLAD YOU LIKE IT SAYS WYLDER CHUCKLING BENIGNANTLY ON IT OVER HIS SHOULDER,A complete piece of finished to begin juggling into the observant world to virtually repeat the jingy-bit-tissies horrible death.,False,1000,5.229781627655029,0.15000000596046448,0.14961746335029602,stage1,LibriSpeech/test-clean/260/123440/260-123440-0010.flac,260-123440-0010,0.15,stage1
12,EDISON HELD THAT THE ELECTRICITY SOLD MUST BE MEASURED JUST LIKE GAS OR WATER AND HE PROCEEDED TO DEVELOP A METER,I AM STIFF WITH LONG SITTING HE SAID I ITCH FOR A FIGHT I TURNED TO THE FARMER,"I've been cheering you out with the James St. John's Carrier on the long-sitting night-time high-statue shot, and then I switched over to turn it to a free-fixer-difire primer.",False,1000,2.2417964935302734,0.15000000596046448,0.14927296340465546,stage1,LibriSpeech/test-clean/2300/131720/2300-131720-0027.flac,2300-131720-0027,0.15,stage1
13,IT WAS SIMPLE ENOUGH SIR IF YOU ONLY HAD KNOWN BUT WITH ALL YOUR CLEVERNESS IT WAS IMPOSSIBLE THAT YOU COULD KNOW,ONCE IN ACTION HE WAS LEADING A DETACHMENT OF INFANTRY THROUGH AN INTRENCHMENT,"The landing region of all systems, the enemy heading for the direction, leaving the ring on our eyes to the entry through the rocket-ranking restraints.",False,1000,3.067779064178467,0.15000000596046448,0.14945238828659058,stage1,LibriSpeech/test-clean/1580/141084/1580-141084-0049.flac,1580-141084-0049,0.15,stage1
14,I CANNOT ALLOW THE EXAMINATION TO BE HELD IF ONE OF THE PAPERS HAS BEEN TAMPERED WITH THE SITUATION MUST BE FACED,DO WE REALLY KNOW THE MOUNTAIN WELL WHEN WE ARE NOT ACQUAINTED WITH THE CAVERN,Just a little bit more.,False,1000,4.9463396072387695,0.15000000596046448,0.14946933090686798,stage1,LibriSpeech/test-clean/1580/141084/1580-141084-0008.flac,1580-141084-0008,0.15,stage1
15,THERE WAS SOMETHING IN HIS AIR AND MANNER THAT BETRAYED TO THE SCOUT THE UTTER CONFUSION OF THE STATE OF HIS MIND,A WORD SHOULD NOW BE SAID ABOUT THE ORIGIN OF LUTHER'S COMMENTARY ON GALATIANS,"A-W-22, I don't know if you're going to know that I actually don't know what you're going to do about the origin of the New Year's special special elections.",False,1000,3.7860560417175293,0.15000000596046448,0.14917302131652832,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0003.flac,1320-122617-0003,0.15,stage1
16,HOW IS IT LA VALLIERE SAID MADEMOISELLE DE TONNAY CHARENTE THAT THE VICOMTE DE BRAGELONNE SPOKE OF YOU AS LOUISE,THAT'S THE WAY WITH YOU THAT'S THE ROAD YOU'D ALL LIKE TO GO HEADLONGS TO RUIN,This is no thing to worry about. That's what the above is the rather lowly store of gold and add over to get the crew into the woods to refuel.,False,1000,2.4356751441955566,0.15000000596046448,0.14951181411743164,stage1,LibriSpeech/test-clean/7127/75947/7127-75947-0033.flac,7127-75947-0033,0.15,stage1
17,GIVE ME A CHECK FOR A HUNDRED AND FIFTY AND I'LL TURN OVER TO YOU THE FORGED CHECK AND QUASH FURTHER PROCEEDINGS,A SUDDEN IMPULSE CAME OVER HIM TO ENTER AND SEE IF THEY WERE INDEED THE PROOFS,"The first time I saw this was a very interesting thing, so I decided to make a wall and then install the board and make a wall.",False,1000,5.557415008544922,0.15000000596046448,0.14931508898735046,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0048.flac,6829-68769-0048,0.15,stage1
