example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage,iteration_history,reason
5,I FELT IT IN MY BONES WHEN I WOKE THIS MORNING THAT SOMETHING SPLENDID WAS GOING TO TURN UP,BUT MUCH OF THE NOVEL'S BROODING POWER COMES FROM CAPTAIN NEMO,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0005.flac,4446-2275-0005,0.0,stage1,,impossible_target
6,YOU WILL SAY THAT A WOMAN HAS NO NEED OF SUCH A CAUTION THERE CAN BE NO PERIL IN IT FOR HER,HE WORKED ME VERY HARD HE WANTED TO BE BEATING ME ALL THE TIME,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0012.flac,3575-170457-0012,0.0,stage1,,impossible_target
7,THE UTILITY OF CONSUMPTION AS AN EVIDENCE OF WEALTH IS TO BE CLASSED AS A DERIVATIVE GROWTH,ANYHOW IT'S JOLLY EXCITING AND I CAN DO THE DIALOGUE ALL RIGHT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/3570/5694/3570-5694-0001.flac,3570-5694-0001,0.0,stage1,,impossible_target
8,PAUL ANSWERS THE MAN WHO IS NAMED JESUS CHRIST AND THE SON OF GOD GAVE HIMSELF FOR OUR SINS,OH SAY THAT'S DIFFERENT OBSERVED MARKHAM ALTERING HIS DEMEANOR,"of L in the structure. So the energy of the data is equal to 5.5, so we're going to split it in the rest of the material.",False,-1,10.915021896362305,0.15000000596046448,0.09949926286935806,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0065.flac,2830-3980-0065,0.15,stage1,,
9,THEY DO NOT GO WHERE THE ENEMIES OF THE GOSPEL PREDOMINATE THEY GO WHERE THE CHRISTIANS ARE,THEY SNUFFED ABOUT THE FIR TREE AND RUSTLED AMONG THE BRANCHES,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0030.flac,2830-3980-0030,0.0,stage1,,impossible_target
0,NO THANK YOU I'LL JUST LOOK AT THE WHELPS AND LEAVE A MESSAGE ABOUT THEM WITH YOUR SHEPHERD,WERE I IN THE WARM ROOM WITH ALL THE SPLENDOR AND MAGNIFICENCE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/2094/142345/2094-142345-0051.flac,2094-142345-0051,0.0,stage1,,impossible_target
1,WE HAVE OUR LITTLE STRUGGLES HERE AS ELSEWHERE AND ALL THINGS CANNOT BE DONE BY ROSE WATER,ROBIN ENTERED THE HUT DRAGGING THE UNWILLING ESQUIRE AFTER HIM,You have all the other corgules that you have now because small three can often be out in my doors.,False,-1,12.431120872497559,0.15000000596046448,0.09996594488620758,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0005.flac,8455-210777-0005,0.15,stage1,,
2,IN THE LIGHT OF THE MOON I SAW A KNIFE RED WITH BLOOD AND MY HAND TOO WAS ALSO DISCOLOURED,AGAIN HE SEARCHED HIS OWN THOUGHTS NOR INEFFECTUALLY AS BEFORE,The organization of war is a major. We essentially have a state of mind that we have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able to take one. We have to be able,False,-1,12.039791107177734,0.15000000596046448,0.10018814355134964,stage1,LibriSpeech/test-clean/6930/81414/6930-81414-0014.flac,6930-81414-0014,0.15,stage1,,
3,THEY LEFT HIM THEN FOR THE JAILER ARRIVED TO UNLOCK THE DOOR AND ESCORT THEM TO THE OFFICE,ALEXANDER LEANED FORWARD AND WARMED HIS HANDS BEFORE THE BLAZE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0036.flac,6829-68769-0036,0.0,stage1,,impossible_target
4,I HAVE VERY FEW TO LOVE ME NOW AND I THOUGHT YOU MIGHT LOVE ME AS I HAVE BEGUN TO LOVE YOU,COME WE'LL HAVE OUR COFFEE IN THE OTHER ROOM AND YOU CAN SMOKE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0019.flac,5683-32879-0019,0.0,stage1,,impossible_target
5,YES AND WITH ALL YOUR FINGERS IT TOOK YOU A YEAR TO CATCH ME THE KING FROWNED MORE ANGRILY,SIR HARRY TOWNE MISTER BARTLEY ALEXANDER THE AMERICAN ENGINEER,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5142/33396/5142-33396-0059.flac,5142-33396-0059,0.0,stage1,,impossible_target
6,IT HAS OCCUPIED MOTHER A LONG TIME TO FIND AT THE SHOPS THE EXACT SHADE FOR HER NEW BONNET,HE'S ANOTHER WHO'S AWFULLY KEEN ABOUT HER LET ME INTRODUCE YOU,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4970/29095/4970-29095-0024.flac,4970-29095-0024,0.0,stage1,,impossible_target
7,HE REFUSED AT FIRST TO LISTEN TO THE CAREFUL ADVICE IT WAS REPUGNANT TO HIS LIBERAL NATURE,WE WON'T TALK ABOUT HER ANY MORE IF YOU'D RATHER NOT WE INDEED,"The first deal is that the second piece of the cross-out is made with the first deal, the first one is made with the first one.",False,-1,11.285608291625977,0.15000000596046448,0.09994600713253021,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0048.flac,3575-170457-0048,0.15,stage1,,
8,THIS IS THE EXPLANATION OF THE SHALLOWS WHICH ARE FOUND IN THAT PART OF THE ATLANTIC OCEAN,AREN'T YOU SPLASHED LOOK AT THE SPIDER WEBS ALL OVER THE GRASS,The,False,-1,11.35340404510498,0.15000000596046448,0.10000716894865036,stage1,LibriSpeech/test-clean/2961/961/2961-961-0020.flac,2961-961-0020,0.15,stage1,,
9,MANY LAWS EXIST AMONG US WHICH ARE THE COUNTERPART OF YOURS AS THEY WERE IN THE OLDEN TIME,HE SAT DOWN WEAK BEWILDERED AND ONE THOUGHT WAS UPPERMOST ZORA,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/2961/961/2961-961-0015.flac,2961-961-0015,0.0,stage1,,impossible_target
0,THE TERMS OF GRACE AND PEACE ARE COMMON TERMS WITH PAUL AND ARE NOW PRETTY WELL UNDERSTOOD,THERE IS NO OPENING EXCEPT THE ONE PANE SAID OUR LEARNED GUIDE,The atomic hysterical feelings were probably a flim into the atomic. And they're now absurd of alien behavior.,False,-1,11.315996170043945,0.15000000596046448,0.09980510920286179,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0039.flac,2830-3980-0039,0.15,stage1,,
1,I CAN'T PLAY WITH YOU LIKE A LITTLE BOY ANY MORE HE SAID SLOWLY THAT'S WHAT YOU MISS MARIE,THE PROOF WAS IN THREE LONG SLIPS I HAD LEFT THEM ALL TOGETHER,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/237/134500/237-134500-0036.flac,237-134500-0036,0.0,stage1,,impossible_target
2,FRANK READ ENGLISH SLOWLY AND THE MORE HE READ ABOUT THIS DIVORCE CASE THE ANGRIER HE GREW,LET US RETRACE OUR STEPS AND EXAMINE AS WE GO WITH KEENER EYES,"Right, red, evequence, the Clauze of the spring.",False,-1,11.100462913513184,0.15000000596046448,0.0997283011674881,stage1,LibriSpeech/test-clean/237/134500/237-134500-0000.flac,237-134500-0000,0.15,stage1,,
3,YOU OUGHT TO KNOW JOHN IF I TEACH NEGROES I'LL SCARCELY SEE MUCH OF PEOPLE IN MY OWN CLASS,SHE POURED INTO THE DISH A QUANTITY FROM EACH OF THESE BOTTLES,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1995/1826/1995-1826-0009.flac,1995-1826-0009,0.0,stage1,,impossible_target
4,FIND SOME CRESSWELLS THERE BIG PLANTATIONS RATED AT TWO HUNDRED AND FIFTY THOUSAND DOLLARS,THE RECTOR DID NOT ASK FOR A CATECHISM TO HEAR THE LESSON FROM,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1995/1826/1995-1826-0007.flac,1995-1826-0007,0.0,stage1,,impossible_target
5,WITHOUT HIS SCRAPBOOKS HIS CHEMICALS AND HIS HOMELY UNTIDINESS HE WAS AN UNCOMFORTABLE MAN,OPEN THY HEART WIDE AND FOLD WITHIN THE WET WINGS OF THY DOVE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0003.flac,1580-141083-0003,0.0,stage1,,impossible_target
6,IF A LAYMAN IN GIVING BAPTISM POUR THE WATER BEFORE SAYING THE WORDS IS THE CHILD BAPTIZED,OR AN EYE OF GIFTS AND GRACES SHOWRING FRUITS AND COINED GOLD,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1089/134686/1089-134686-0021.flac,1089-134686-0021,0.0,stage1,,impossible_target
7,I CAN ASSURE YOU HE HAS NOT EVEN ALLOWED ME TO SEE THE TRIGGER SINCE I HAVE BEEN ON BOARD,ONE OF US ALWAYS REMAINS ON BOARD WHILE THE OTHER IS ON SHORE,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0039.flac,8455-210777-0039,0.0,stage1,,impossible_target
8,TEN DAYS WERE CONSUMED IN THESE NEGOTIATIONS BUT THE SPIRIT OF VENGEANCE REFUSED TO YIELD,YOUR PLAY MUST BE NOT MERELY A GOOD PLAY BUT A SUCCESSFUL ONE,"The ground tells the city to come here and you'll be able to get those required here. So I think for it, the geometry visit with the subignal address.",False,-1,12.097662925720215,0.15000000596046448,0.09951756149530411,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0029.flac,7729-102255-0029,0.15,stage1,,
9,BUT THE TREE DID NOT REJOICE AT ALL HE GREW AND GREW AND WAS GREEN BOTH WINTER AND SUMMER,DOES YOUR MAJESTY THEN NO LONGER BELIEVE THE DISLOYAL ATTEMPT,The,False,-1,10.06624698638916,0.15000000596046448,0.09982578456401825,stage1,LibriSpeech/test-clean/672/122797/672-122797-0020.flac,672-122797-0020,0.15,stage1,,
0,HE LOOKED UP AT NAOMI DOUBTINGLY FROM HIS PLATE AND LOOKED DOWN AGAIN SLOWLY WITH A FROWN,VOLTAIRE PICKED UP SOMETHING FROM THE GROUND AND LOOKED AT IT,The,False,-1,10.25661849975586,0.15000000596046448,0.0999421551823616,stage1,LibriSpeech/test-clean/5142/36377/5142-36377-0018.flac,5142-36377-0018,0.15,stage1,,
1,THE ONLY CHEERFUL CONVERSATION WAS THE CONVERSATION ACROSS THE TABLE BETWEEN NAOMI AND ME,NOTHING MORE NOT EVEN THE WRIST TO WHICH IT MIGHT BE ATTACHED,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5142/36377/5142-36377-0017.flac,5142-36377-0017,0.0,stage1,,impossible_target
2,YOU WOULD NOT EAT WITH US YOU CANNOT SAY NO TO HALF OF MY ALE I DRINK THIS TO YOUR HEALTH,SOMETHING BETTER SOMETHING STILL GRANDER MUST FOLLOW BUT WHAT,"So, some melancholy, so here, we can find some email, so we're finding some flams that we're going to get.",False,-1,12.177253723144531,0.15000000596046448,0.09989701956510544,stage1,LibriSpeech/test-clean/5142/33396/5142-33396-0033.flac,5142-33396-0033,0.15,stage1,,
3,OH IT IS BETTER TO LIVE ON THE SEA AND LET OTHER MEN RAISE YOUR CROPS AND COOK YOUR MEALS,MOST OF ALL ROBIN THOUGHT OF HIS FATHER WHAT WOULD HE COUNSEL,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5142/33396/5142-33396-0019.flac,5142-33396-0019,0.0,stage1,,impossible_target
4,AT TEA TIME THEY WERE SAD AND SILENT AND THE MEAL WENT AWAY UNTOUCHED BY ANY OF THE THREE,WHAT IS YOUR NAME LORDING ASKED THE LITTLE STROLLER PRESENTLY,"and the Captain, Colonel, Lad and Clark, who are some of your real wintery attempts at calling for the wintery of the day.",False,-1,10.616776466369629,0.15000000596046448,0.09949643909931183,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0051.flac,3575-170457-0051,0.15,stage1,,
5,YOU SEEM ANXIOUS MY UNCLE I SAID SEEING HIM CONTINUALLY WITH HIS GLASS TO HIS EYE ANXIOUS,HE WAS LIKE UNTO MY FATHER IN A WAY AND YET WAS NOT MY FATHER,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/260/123286/260-123286-0003.flac,260-123286-0003,0.0,stage1,,impossible_target
6,HE FELT HE WAS UP AGAINST IT AND THAT PERHAPS ANOTHER KIND OF A JOB WOULD SUIT HIM BETTER,THEIR EYES DANCED BIG THORLEIF STOOD UP AND STRETCHED HIMSELF,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/2300/131720/2300-131720-0038.flac,2300-131720-0038,0.0,stage1,,impossible_target
7,GOOBERS DON'T GROW ON THE TOPS OF VINES BUT UNDERGROUND ON THE ROOTS LIKE YAMS IS THAT SO,TO ALL THESE INQUIRIES THE COUNT RESPONDED IN THE AFFIRMATIVE,"These are intended for genome surgery. Not some time is same. And before the one-off, the ruler, because it's an endogen, it's not the same.",False,-1,10.736339569091797,0.15000000596046448,0.10005226731300354,stage1,LibriSpeech/test-clean/1995/1826/1995-1826-0023.flac,1995-1826-0023,0.15,stage1,,
8,MISS TAYLOR DID NOT KNOW MUCH ABOUT COTTON BUT AT LEAST ONE MORE REMARK SEEMED CALLED FOR,IT IS SO MADE THAT EVERYWHERE WE FEEL THE SENSE OF PUNISHMENT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1995/1826/1995-1826-0020.flac,1995-1826-0020,0.0,stage1,,impossible_target
9,MY SCHOLAR HAS BEEN LEFT VERY POOR BUT HE IS HARD WORKING AND INDUSTRIOUS HE WILL DO WELL,I DOUBT WHETHER BRANWELL WAS MAINTAINING HIMSELF AT THIS TIME,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0042.flac,1580-141083-0042,0.0,stage1,,impossible_target
0,THEN HE APPROACHED IT AND STANDING ON TIPTOE WITH HIS NECK CRANED HE LOOKED INTO THE ROOM,SOLON MARVELLED AND DESIRED TO BE INFORMED OF THE PARTICULARS,The,False,-1,11.168694496154785,0.15000000596046448,0.09949367493391037,stage1,LibriSpeech/test-clean/1580/141083/1580-141083-0020.flac,1580-141083-0020,0.15,stage1,,
1,BUT IN THIS VIGNETTE COPIED FROM TURNER YOU HAVE THE TWO PRINCIPLES BROUGHT OUT PERFECTLY,WE THINK THAT BY SOME LITTLE WORK OR MERIT WE CAN DISMISS SIN,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1188/133604/1188-133604-0010.flac,1188-133604-0010,0.0,stage1,,impossible_target
2,HE SUMMONED HALF A DOZEN CITIZENS TO JOIN HIS POSSE WHO FOLLOWED OBEYED AND ASSISTED HIM,NOT FOR A CROWN OR A KINGDOM OR OUR GOODNESS BUT FOR OUR SINS,So you firmly have to work the medical school that you've been doing here. So there's an answer to the task that you're going to require.,False,-1,11.603499412536621,0.15000000596046448,0.0996009111404419,stage1,LibriSpeech/test-clean/7729/102255/7729-102255-0030.flac,7729-102255-0030,0.15,stage1,,
3,DOUBLE NINE TWO THREE ELSINORE DOUBLE NINE YES HALLO IS THAT YOU HORATIO HAMLET SPEAKING,NO NAMES PLEASE SAID HOLMES AS WE KNOCKED AT GILCHRIST'S DOOR,It's definitely the normal HD screen without any more electricity. It's not when you want to get it. It's a normal HD screen.,False,-1,10.816643714904785,0.15000000596046448,0.09992066025733948,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0020.flac,7176-92135-0020,0.15,stage1,,
4,WHERE THE WAVES FOR AN INSTANT SANK THEY CAME CLOSER BUT NOT QUITE WITHIN GRASPING REACH,ONE HARDLY LIKES TO THROW SUSPICION WHERE THERE ARE NO PROOFS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7176/88083/7176-88083-0020.flac,7176-88083-0020,0.0,stage1,,impossible_target
5,QUICK QUICK THEN AMONG THE HIGH REED GRASS SAID MONTALAIS STOOP ATHENAIS YOU ARE SO TALL,OLD DANCES ARE SIMPLIFIED OF THEIR YEARNING BLEACHED BY TIME,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7127/75947/7127-75947-0028.flac,7127-75947-0028,0.0,stage1,,impossible_target
6,THE GOLDEN STAR OF TINSEL WAS STILL ON THE TOP OF THE TREE AND GLITTERED IN THE SUNSHINE,COME AND GET THE BOOLOOROO SHE SAID GOING TOWARD THE BENCHES,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/672/122797/672-122797-0070.flac,672-122797-0070,0.0,stage1,,impossible_target
7,MASTER MONCEUX THE SHERIFF OF NOTTINGHAM WAS MIGHTILY PUT ABOUT WHEN TOLD OF THE RIOTING,YOU HAVE COME TO US THREATENING US WITH ABSOLUTE DESTRUCTION,it's actually an indicator of the total value. Why is it a $5.00 until $5.00?,False,-1,10.946176528930664,0.15000000596046448,0.09976571053266525,stage1,LibriSpeech/test-clean/61/70968/61-70968-0047.flac,61-70968-0047,0.15,stage1,,
8,NOW BE SILENT ON YOUR LIVES HE BEGAN BUT THE CAPTURED APPRENTICE SET UP AN INSTANT SHOUT,I HAVE BEEN HERE THIS QUARTER OF AN HOUR REPLIED LA VALLIERE,"So you can't do it in a way. You just need to quench your teeth and you'll just eye it. You just need to turn your teeth around to this right? If I have different teeth in here, I'll just...",False,-1,12.270648956298828,0.15000000596046448,0.09955696016550064,stage1,LibriSpeech/test-clean/61/70968/61-70968-0030.flac,61-70968-0030,0.15,stage1,,
9,AND SHE THREW HER ARMS ROUND HER COUSIN'S NECK AND BRAVE RACHEL AT LAST BURST INTO TEARS,I REMEMBER NOW AND I CONGRATULATE MYSELF DO YOU LOVE ANY ONE,"The ship keeps the grooms water marines around, like the ground, with no worries, or the ice and clap, stores about to be over.",False,-1,10.840107917785645,0.15000000596046448,0.09994082152843475,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0020.flac,5683-32879-0020,0.15,stage1,,
0,PHILIP LEFRANK THIS IS MY OVERLOOKER MISTER JAGO SAID THE OLD MAN FORMALLY PRESENTING US,SEEING THAT I AM SO FINE I MAY AS WELL GO AND VISIT THE KING,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5142/36377/5142-36377-0009.flac,5142-36377-0009,0.0,stage1,,impossible_target
1,BUT PHILIP IS HONEST AND HE HAS TALENT ENOUGH IF HE WILL STOP SCRIBBLING TO MAKE HIS WAY,CAN YOU IMAGINE WHY BUCKINGHAM HAS BEEN SO VIOLENT I SUSPECT,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4970/29095/4970-29095-0032.flac,4970-29095-0032,0.0,stage1,,impossible_target
2,THE SALIENT FEATURES OF THIS DEVELOPMENT OF DOMESTIC SERVICE HAVE ALREADY BEEN INDICATED,SHE EVEN SEEMED MILDLY AMUSED AT THE ATTENTION SHE ATTRACTED,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/3570/5696/3570-5696-0004.flac,3570-5696-0004,0.0,stage1,,impossible_target
3,SO MUCH FOR THE TITLE OF THE EPISTLE NOW FOLLOWS THE GREETING OF THE APOSTLE VERSE THREE,AND THE WHOLE NIGHT THE TREE STOOD STILL AND IN DEEP THOUGHT,I don't think I can do it.,False,-1,10.32278060913086,0.15000000596046448,0.09975665807723999,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0037.flac,2830-3980-0037,0.15,stage1,,
4,I SAW AT THE HAMBURG MUSEUM THE SKELETON OF ONE OF THESE CREATURES THIRTY FEET IN LENGTH,AT LAST ALL WAS QUIET AND BLACK IN THE COURTYARD OF GAMEWELL,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/260/123286/260-123286-0018.flac,260-123286-0018,0.0,stage1,,impossible_target
5,THEY DREW BACK A LITTLE FROM THE ENTRANCE AND MOTIONED TO THE SUPPOSED CONJURER TO ENTER,PRESENTLY HE CROSSED THE FLOOR OF HIS ROOM WITH DECIDED STEP,They drink and call me or they will come and drink. They don't eat the meat. They just don't eat the meat right here.,False,-1,11.270515441894531,0.15000000596046448,0.10021429508924484,stage1,LibriSpeech/test-clean/1320/122617/1320-122617-0014.flac,1320-122617-0014,0.15,stage1,,
6,SHE RAN TO HER HUSBAND'S SIDE AT ONCE AND HELPED HIM LIFT THE FOUR KETTLES FROM THE FIRE,ILL AND TROUBLED DEAR TROUBLED IN MIND AND MISERABLY NERVOUS,I'm sorry.,False,-1,10.986428260803223,0.15000000596046448,0.09998689591884613,stage1,LibriSpeech/test-clean/1284/1181/1284-1181-0009.flac,1284-1181-0009,0.15,stage1,,
7,THEN THEY STARTED ON AGAIN AND TWO HOURS LATER CAME IN SIGHT OF THE HOUSE OF DOCTOR PIPT,I DID NOT EVEN TAKE THE PRECAUTION OF SMOKING UP THE CHIMNEY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/1284/1180/1284-1180-0009.flac,1284-1180-0009,0.0,stage1,,impossible_target
8,I COULD WRITE TO MY MAN AND ENCLOSE THE KEY HE COULD SEND DOWN THE PACKET AS HE FINDS IT,IN THE STERN I CURVED THE TAIL UP ALMOST AS HIGH AS THE HEAD,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/121/127105/121-127105-0005.flac,121-127105-0005,0.0,stage1,,impossible_target
9,LOVE IS A BABE THEN MIGHT I NOT SAY SO TO GIVE FULL GROWTH TO THAT WHICH STILL DOTH GROW,OLIVE'S MOURNFUL BLACK EYES MET NANCY'S SPARKLING BROWN ONES,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/121/123859/121-123859-0003.flac,121-123859-0003,0.0,stage1,,impossible_target
0,THUS NO KNOWLEDGE AS TO THE PAST IS TO BE DERIVED FROM THE FEELING OF FAMILIARITY ALONE,GRANDFATHER WAS ALEXANDER CAREY L L D DOCTOR OF LAWS THAT IS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0035.flac,8230-279154-0035,0.0,stage1,,impossible_target
1,YES THE CHARACTER WHICH YOUR ROYAL HIGHNESS ASSUMED IS IN PERFECT HARMONY WITH YOUR OWN,WHAT CAN YOU MEAN BY THAT MISS WOODLEY YOU TALK MYSTERIOUSLY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7127/75947/7127-75947-0003.flac,7127-75947-0003,0.0,stage1,,impossible_target
2,THEN TURNING TO JANE SHE ASKED IN A SOMEWHAT ALTERED TONE HAS SHE BEEN A GOOD GIRL JANE,IS HE GOING TO START A DAILY NEWSPAPER AMONG THE KICK A POOS,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/7021/79740/7021-79740-0007.flac,7021-79740-0007,0.0,stage1,,impossible_target
3,WHAT THEN A HUMAN HAND LARGE AND SHAPELY APPEARED DISTINCTLY ON THE SURFACE OF THE POND,YOU CAN BEGIN BY CARRYING A ROD AND PUTTING DOWN THE FIGURES,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6930/81414/6930-81414-0006.flac,6930-81414-0006,0.0,stage1,,impossible_target
4,WE'LL COME IN HERE THIS AFTERNOON WITH OLD CLOTHES ON AND HAVE A REGULAR HOUSE CLEANING,I'LL DO ANYTHING YOU WISH ME TO BARTLEY SHE SAID TREMULOUSLY,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/6930/76324/6930-76324-0012.flac,6930-76324-0012,0.0,stage1,,impossible_target
5,I AM NOW TALL AND MY BRANCHES SPREAD LIKE THE OTHERS THAT WERE CARRIED OFF LAST YEAR OH,WHEN THE KING COMES TO PARIS EVERYBODY CALLS OUT VIVE LE ROI,We're going to have a look at the number of the number of vehicles.,False,-1,11.262565612792969,0.15000000596046448,0.10013067722320557,stage1,LibriSpeech/test-clean/672/122797/672-122797-0013.flac,672-122797-0013,0.15,stage1,,
6,RACHEL'S PALE AND SHARPENED FEATURES AND DILATED EYE STRUCK HER WITH A PAINFUL SURPRISE,KESWICK MARCH TWENTY SECOND EIGHTEEN THIRTY SEVEN DEAR MADAM,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/5683/32879/5683-32879-0007.flac,5683-32879-0007,0.0,stage1,,impossible_target
7,A NEW MEMBER OF THE FAMILY CIRCLE WHO INSTANTLY ATTRACTED MY ATTENTION ENTERED THE ROOM,THERE SEEMS NO GOOD REASON FOR BELIEVING THAT IT WILL CHANGE,The problem is that the temperature is not as high as the temperature of the car.,False,-1,11.953944206237793,0.15000000596046448,0.10007146745920181,stage1,LibriSpeech/test-clean/5142/36377/5142-36377-0006.flac,5142-36377-0006,0.15,stage1,,
8,WHATEVER APPEALED TO HER SENSE OF BEAUTY WAS STRAIGHTWAY TRANSFERRED TO PAPER OR CANVAS,POSITIVELY HEROIC ADDED CRESSWELL AVOIDING HIS SISTER'S EYES,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4992/41797/4992-41797-0011.flac,4992-41797-0011,0.0,stage1,,impossible_target
9,I WILL MAKE NO UNJUST USE OF WHAT I KNOW HE REPLIED WITH FIRMNESS I BELIEVE YOU MY LORD,I WAS IN SUCH A HURRY TO COME TO YOU YOU LEFT YOUR DOOR OPEN,[IMPOSSIBLE - inf/nan loss],False,-999,inf,0.0,0.0,stage1,LibriSpeech/test-clean/4992/23283/4992-23283-0019.flac,4992-23283-0019,0.0,stage1,,impossible_target
