example_idx,original_text,target_text,final_text,success,success_iteration,final_loss,max_perturbation,mean_perturbation,stage,audio_file,audio_name,stage1_distortion,final_stage,iteration_history
45,AMONG OTHER THINGS ON WHICH SHE CAST HER EYES WAS A SMALL CRUCIFIX OF SOLID SILVER STANDING ON A CABINET NEAR THE WINDOW,YOU ARE A WORTHY LEECH WILL PRESENTLY WHISPERED ROBIN THE WINE HAS WORKED A MARVEL,The,False,100,5.693000316619873,0.15000000596046448,0.14939793944358826,stage1,LibriSpeech/test-clean/5639/40744/5639-40744-0014.flac,5639-40744-0014,0.15,stage1,
46,HIS HAT HAD A PEAKED CROWN AND A FLAT BRIM AND AROUND THE BRIM WAS A ROW OF TINY GOLDEN BELLS THAT TINKLED WHEN HE MOVED,THIS TRANSIENT SPRING AND LIGHTING UP ARE BEAUTIFUL A GLAMOUR BEGUILING OUR SENSES,"The heart of the pre-cook, the last pair has been through a lot in its history of life, and will be going to the world since these days, from her territory.",False,100,2.723710536956787,0.15000000596046448,0.1494029015302658,stage1,LibriSpeech/test-clean/1284/1180/1284-1180-0001.flac,1284-1180-0001,0.15,stage1,
47,THEY WERE VOYAGING ACROSS THE DESERTS OF THE SKY A HOST OF NOMADS ON THE MARCH VOYAGING HIGH OVER IRELAND WESTWARD BOUND,OUR FIRST IMPRESSIONS OF PEOPLE ARE IN NINE CASES OUT OF TEN THE RIGHT IMPRESSIONS,They must avoid the existence of those states in reality. The voice of the people that has been ignored and sees the world think the bar and that the island presides in for the reality.,False,100,2.4417617321014404,0.15000000596046448,0.14950434863567352,stage1,LibriSpeech/test-clean/1089/134691/1089-134691-0016.flac,1089-134691-0016,0.15,stage1,
48,I COULDN'T SHIVER MUCH BEIN BOUND SO TIGHT BUT WHEN I'M LOOSE I MEAN TO HAVE JUS ONE GOOD SHIVER TO RELIEVE MY FEELIN'S,HE SHALL NOT LEAVE YOU DAY OR NIGHT WHETHER YOU ARE WORKING OR PLAYING OR SLEEPING,"Hard stuff, he's just a massive surgeon that I like to visit. He's got a few. He's using too many stuff. You can't even listen to the night-related news of working in secret.",False,100,3.428288459777832,0.15000000596046448,0.1495371013879776,stage1,LibriSpeech/test-clean/8555/284447/8555-284447-0023.flac,8555-284447-0023,0.15,stage1,
49,THE LAST DROP FLY AS LUCK WOULD HAVE IT CAUGHT JUST IN THE CORNER OF THE HAWK'S ANGRILY OPEN BEAK HOOKING ITSELF FIRMLY,AND WHAT DEMONSTRATION DO YOU OFFER ASKED SERVADAC EAGERLY THAT IT WILL NOT HAPPEN,"And along with a top-class type tester device, the one from the race, do you have an offer in Wilkins, E3, or E3? It will not be held to find a hamper.",False,100,2.53287672996521,0.15000000596046448,0.14937590062618256,stage1,LibriSpeech/test-clean/7176/88083/7176-88083-0024.flac,7176-88083-0024,0.15,stage1,
50,BUT SUDDENLY STRAIGHT AND SWIFT AS A DIVING CORMORANT HE SHOT DOWN INTO THE TORRENT AND DISAPPEARED BENEATH THE SURFACE,FAST AS HIS LEGS COULD CARRY HIM SERVADAC HAD MADE HIS WAY TO THE TOP OF THE CLIFF,"For stale, face-trane clips and the direling follows, you can cop well deployed, and be able to gain a certain level.",False,100,3.6315536499023438,0.15000000596046448,0.14949306845664978,stage1,LibriSpeech/test-clean/7176/88083/7176-88083-0004.flac,7176-88083-0004,0.15,stage1,
51,TO SAY NOTHING SAID MONTALAIS SO THAT WHEN MADEMOISELLE DE TONNAY CHARENTE THINKS ATHENAIS IS THE ONLY ONE WHO KNOWS IT,HOW BROWN YOU'VE GOT SINCE YOU CAME HOME I WISH I HAD AN ATHLETE TO MOW MY ORCHARD,"Mr. Taken, you're a good friend. You better start your module to get your computer ready for the 306GLAB. Hopefully, you'll get an idea to finish it and I'll make sure you can know your commercial.",False,100,2.475855827331543,0.15000000596046448,0.1494222730398178,stage1,LibriSpeech/test-clean/7127/75947/7127-75947-0027.flac,7127-75947-0027,0.15,stage1,
52,THE STOP AT QUEENSTOWN THE TEDIOUS PASSAGE UP THE MERSEY WERE THINGS THAT HE NOTED DIMLY THROUGH HIS GROWING IMPATIENCE,I DIDN'T HAVE ANY FEARS IF I WORKED IT RIGHTLY SAID THE OLD GENTLEMAN COMPLACENTLY,I'm shocked that you're not a person who doesn't think there's a lot more work that you didn't barely see in our social media.,False,100,3.2446582317352295,0.15000000596046448,0.14946897327899933,stage1,LibriSpeech/test-clean/4446/2275/4446-2275-0000.flac,4446-2275-0000,0.15,stage1,
53,AT THE INCEPTION OF PLURAL MARRIAGE AMONG THE LATTER DAY SAINTS THERE WAS NO LAW NATIONAL OR STATE AGAINST ITS PRACTISE,NO SIR HE ISN'T HE'S GONE TO ROSSETER TO SEE MISTER WEST THE FACTOR ABOUT THE WOOL,Our duty is strong and our head is not ready to use the hold of our resources to play through the sea stage with the heart of the battle.,False,100,3.37151837348938,0.15000000596046448,0.14949382841587067,stage1,LibriSpeech/test-clean/4077/13754/4077-13754-0009.flac,4077-13754-0009,0.15,stage1,
54,NINE THOUSAND YEARS HAVE ELAPSED SINCE SHE FOUNDED YOURS AND EIGHT THOUSAND SINCE SHE FOUNDED OURS AS OUR ANNALS RECORD,FOR A WHILE SHE LAY IN HER CHAIR IN HAPPY DREAMY PLEASURE AT SUN AND BIRD AND TREE,"Firestone, easy to flash, but as soon as you can always raise your mind, a blue stone keeps you in the middle of the sun, and it never ends or gets over your dreams.",False,100,2.7722270488739014,0.15000000596046448,0.14957626163959503,stage1,LibriSpeech/test-clean/2961/961/2961-961-0014.flac,2961-961-0014,0.15,stage1,
55,YOU KNOW I HAVE JUST BEEN TELLING YOU HOW THIS SCHOOL OF MATERIALISM AND CLAY INVOLVED ITSELF AT LAST IN CLOUD AND FIRE,PEARL SEEING THE ROSE BUSHES BEGAN TO CRY FOR A RED ROSE AND WOULD NOT BE PACIFIED,"I really like this trip from the somewhere around the city of the city and I think it's very beautiful, lots of beautiful places and lots of ground and clouds and clouds.",False,100,4.004772186279297,0.15000000596046448,0.14962071180343628,stage1,LibriSpeech/test-clean/1188/133604/1188-133604-0025.flac,1188-133604-0025,0.15,stage1,
56,NAY I RATHER THRILLED DISTRUSTING EVERY LIGHT THAT SEEMED TO GILD THE ONWARD PATH AND FEARED TO OVERLEAN A FINGER EVEN,A RING OF AMETHYST I COULD NOT WEAR HERE PLAINER TO MY SIGHT THAN THAT FIRST KISS,I'm going to go to the other side.,False,100,4.50864315032959,0.15000000596046448,0.1494261473417282,stage1,LibriSpeech/test-clean/908/31957/908-31957-0008.flac,908-31957-0008,0.15,stage1,
57,THEY MUST HAVE SOME CHARACTERISTIC WHICH MAKES US REGARD THEM AS REFERRING TO MORE OR LESS REMOTE PORTIONS OF THE PAST,SCUSE ME SAID TROT I NEGLECTED TO TELL YOU THAT YOU'RE NOT THE BOOLOOROO ANY MORE,"She not had the police yet to rescue. The fledged out to the town of Metacic, so tell you that you're not all actors anymore, the boring half of the past.",False,100,3.382446765899658,0.15000000596046448,0.1495053470134735,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0015.flac,8230-279154-0015,0.15,stage1,
58,I COME NOW TO THE OTHER CHARACTERISTIC WHICH MEMORY IMAGES MUST HAVE IN ORDER TO ACCOUNT FOR OUR KNOWLEDGE OF THE PAST,THERE WAS GOOD REASON TO STOP AND THINK EVEN FOR THE WORLD'S MOST EMOTIONLESS MAN,As they ask you what a day it is for you to be even prepared for the little bills you also spend on a small sale.,False,100,2.77059268951416,0.15000000596046448,0.14959603548049927,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0014.flac,8230-279154-0014,0.15,stage1,
59,MISS DE GRAF SAID KENNETH NOTICING THE BOY'S FACE CRITICALLY AS HE STOOD WHERE THE LIGHT FROM THE PASSAGE FELL UPON IT,SUBSTANTIALLY THIS WAS JACOB'S UNVARNISHED DESCRIPTION OF HIS MASTER AND MISTRESS,"The helicopter was very good, it was very difficult to get to the airport, so I was very surprised.",False,100,4.255107402801514,0.15000000596046448,0.148960679769516,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0018.flac,6829-68769-0018,0.15,stage1,
60,YOUNG FITZOOTH HAD BEEN COMMANDED TO HIS MOTHER'S CHAMBER SO SOON AS HE HAD COME OUT FROM HIS CONVERSE WITH THE SQUIRE,SOME POINTS MAY BE TAKEN AS FIXED AND SUCH AS ANY THEORY OF MEMORY MUST ARRIVE AT,"Somniscence is the beginning of the six level professors' group, Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Giptoid, and Gipto",False,100,4.016808032989502,0.15000000596046448,0.14935319125652313,stage1,LibriSpeech/test-clean/61/70970/61-70970-0000.flac,61-70970-0000,0.15,stage1,
61,BY THIS TIME LORD CHELFORD AND WYLDER RETURNED AND DISGUSTED RATHER WITH MYSELF I RUMINATED ON MY WANT OF GENERAL SHIP,THE LEADERS OF THE CONSPIRACY BECAME DISTRUSTFUL OF THEIR POWER TO CRUSH THE TOWN,"I'll be a giant, three-powered, two-mile-old city user to advance the contract with the Siamese, the other three-day district property to all the services.",False,100,2.8807640075683594,0.15000000596046448,0.14960649609565735,stage1,LibriSpeech/test-clean/5683/32866/5683-32866-0004.flac,5683-32866-0004,0.15,stage1,
62,HE HAD PRECONCEIVED IDEAS ABOUT EVERYTHING AND HIS IDEA ABOUT AMERICANS WAS THAT THEY SHOULD BE ENGINEERS OR MECHANICS,ALL ABOUT HIM WAS A TUMULT OF BRIGHT AND BROKEN COLOR SCATTERED IN BROAD SPLASHES,"In the beginning, we were going to have a little bit of a ride, but we didn't have a lot of fun to do in the morning.",False,100,4.41239070892334,0.15000000596046448,0.14948876202106476,stage1,LibriSpeech/test-clean/4446/2271/4446-2271-0001.flac,4446-2271-0001,0.15,stage1,
63,HESTER PRYNNE NEVERTHELESS THE LOVING MOTHER OF THIS ONE CHILD RAN LITTLE RISK OF ERRING ON THE SIDE OF UNDUE SEVERITY,OH MADEMOISELLE WHY HAVE I NOT A DEVOTED SISTER OR A TRUE FRIEND SUCH AS YOURSELF,"I know that it has bad to hide in the dark, but it never stops the storm and the sea is still lost in high-doll water. It's a huge sense of fish and fish are as yourself.",False,100,2.088498830795288,0.15000000596046448,0.14945709705352783,stage1,LibriSpeech/test-clean/1221/135766/1221-135766-0007.flac,1221-135766-0007,0.15,stage1,
64,LIVES NOT ALONE NOR OR ITSELF FEAR NOT AND I WILL CALL THE WEAK WORM FROM ITS LOWLY BED AND THOU SHALT HEAR ITS VOICE,YOU HAVE COME ANDELLA ANDELLA WAS THE NAME OF JANE'S DOLL TO MAKE ROSALIE A VISIT,"You've got a unit that's more seriously as planned, so it's really a lot and more worth the money. The unit was the next road newsly for the experienced Johnny's died still as a baby ship.",False,100,2.679851531982422,0.15000000596046448,0.14947021007537842,stage1,LibriSpeech/test-clean/908/157963/908-157963-0021.flac,908-157963-0021,0.15,stage1,
65,WERE I TO COMPLY WITH YOUR ORDERS WITHOUT EXPRESSING MY OWN OPINION I SHOULD SEEM TO HAVE DONE SO WILLINGLY HEREAFTER,SOME GIRL HAS BEEN HERE TWICE TO INTERVIEW MY MEN AND I HAVE REFUSED TO ADMIT HER,The odds have been 12 of them in the U.S. without a split or a mix of energy. I've been hurt to have fun showing wounds into an admit curve.,False,100,3.131484031677246,0.15000000596046448,0.1495678573846817,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0053.flac,8455-210777-0053,0.15,stage1,
66,NOT A DOUBT BUT HAD YOUR FORCE BEEN ONLY DOUBLE OR TREBLE OUR OWN I SHOULD HAVE FOUND IT MY DUTY TO STRUGGLE WITH YOU,AS REGARDS MY ROBBING THE COMPANY I'LL SAY THAT I SAVED THEM A HEAVY LOSS ONE DAY,I don't know how to cook the rice.,False,100,5.212568759918213,0.15000000596046448,0.14915890991687775,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0034.flac,8455-210777-0034,0.15,stage1,
67,THE PRINCESS SAT DOWN UNDER A BLUE CANOPY WITH BOUQUETS OF ROSES AND SHE LET ANDERS SIT IN A GOLDEN CHAIR BY HER SIDE,THEY WERE RECEIVED IN THE LITTLE OFFICE BY A MAN NAMED MARKHAM WHO WAS THE JAILER,"The fifth-year-old, the Kamei-Duncan teacher, is an historical literature class in the school where he can go to the high school.",False,100,4.620535850524902,0.15000000596046448,0.14888273179531097,stage1,LibriSpeech/test-clean/7021/85628/7021-85628-0011.flac,7021-85628-0011,0.15,stage1,
68,PUT THESE PLAYTHINGS ALL AWAY QUICK AND CAREFULLY AND WE WILL NOT LET THEM KNOW ANY THING ABOUT YOUR LEAVING THEM OUT,FAIRVIEW WAS TWELVE MILES AWAY BUT BY TEN O'CLOCK THEY DREW UP AT THE COUNTY JAIL,"Fuku's Turkey, by the way, is also a country culture, and you will be enough to get to dinner only by its head.",False,100,4.863019943237305,0.15000000596046448,0.14939093589782715,stage1,LibriSpeech/test-clean/7021/79740/7021-79740-0013.flac,7021-79740-0013,0.15,stage1,
69,NOW DELIA CONTRIVED TO OBTAIN A GREAT INFLUENCE AND ASCENDENCY OVER THE MINDS OF THE CHILDREN BY MEANS OF THESE DOLLS,HE FELT FOR AND FOUND THE WIZARD'S BLACK CLOTH THE SQUIRE WAS QUITE OUT OF BREATH,"He also greatly held the Sunset Wild to build a tower with raised energy and a solid finish, holding the last hook of the skillet on the giant of the Knot Dog.",False,100,2.861020565032959,0.15000000596046448,0.14942696690559387,stage1,LibriSpeech/test-clean/7021/79740/7021-79740-0002.flac,7021-79740-0002,0.15,stage1,
70,AND YET YOU MUST OWN HER BEHAVIOUR HAS WARRANTED THEM HAS IT NOT BEEN IN THIS PARTICULAR INCOHERENT AND UNACCOUNTABLE,I BELIEVE I HAVE A LITTLE TASTE THAT WAY THOSE ARE ALL REAL YOU KNOW THOSE JEWELS,"I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more, I'm more,",False,100,2.931501865386963,0.15000000596046448,0.1495632827281952,stage1,LibriSpeech/test-clean/4992/23283/4992-23283-0004.flac,4992-23283-0004,0.15,stage1,
71,IN ORDER TO PLEASE HER I SPOKE TO HER OF THE ABBE CONTI AND I HAD OCCASION TO QUOTE TWO LINES OF THAT PROFOUND WRITER,WHAT IS YOUR COUNTRY OLAF HAVE YOU ALWAYS BEEN A THRALL THE THRALL'S EYES FLASHED,"In Hale, you can easily get to the west of the Bay of Nautro because the bound have been used. It's been running unauthorized as Mexico's 20th Challenge New South Legendary.",False,100,2.0345864295959473,0.15000000596046448,0.14951661229133606,stage1,LibriSpeech/test-clean/3729/6852/3729-6852-0002.flac,3729-6852-0002,0.15,stage1,
72,INDEED THERE WERE ONLY ONE OR TWO STRANGERS WHO COULD BE ADMITTED AMONG THE SISTERS WITHOUT PRODUCING THE SAME RESULT,IT WAS ON THE LAST DAY OF JANUARY THAT THE REPAIRS OF THE SCHOONER WERE COMPLETED,completed a jail on your last week that the first case was with the others among the perpetrators of the first-older last year.,False,100,2.7859268188476562,0.15000000596046448,0.14939278364181519,stage1,LibriSpeech/test-clean/3575/170457/3575-170457-0040.flac,3575-170457-0040,0.15,stage1,
73,HE CRIED IN HIGH DUDGEON JUST AS IF HE OWNED THE WHOLE OF THE PEPPERS AND COULD DISPOSE OF THEM ALL TO SUIT HIS FANCY,WHAT SHE WANTED FROM US WAS NEITHER OUR FLOWERS NOR OUR FRANCS BUT JUST OUR YOUTH,You probably started to learn that a fellow was an artist who was supposed to be as beautiful as the dance of the music of our ancestors.,False,100,4.155848503112793,0.15000000596046448,0.14958328008651733,stage1,LibriSpeech/test-clean/237/126133/237-126133-0023.flac,237-126133-0023,0.15,stage1,
74,THIS REALITY BEGINS TO EXPLAIN THE DARK POWER AND OTHERWORLDLY FASCINATION OF TWENTY THOUSAND LEAGUES UNDER THE SEAS,I SEE A CROWD IN ONE CORNER OF THE GARDEN EVERYBODY STANDING STILL AND LOOKING UP,"I'm the twilight of the city of the day, the long-cher. And across the sea, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, the sun, sun, the sun, sun, the sun, sun",False,100,2.5582456588745117,0.15000000596046448,0.1494414359331131,stage1,LibriSpeech/test-clean/8463/294825/8463-294825-0001.flac,8463-294825-0001,0.15,stage1,
75,IN NOVELS THE HERO HAS OFTEN PUSHED HIS MEALS AWAY UNTASTED BUT NO STAGE HERO WOULD DO ANYTHING SO UNNATURAL AS THIS,BUT THE REAL SIGNIFICANCE AND COMFORT OF THE WORDS FOR OUR SINS IS LOST UPON THEM,"To marvel just like a horsery, just to tell you the road in Kinsland, you can see the colors of the U.S. and Kinsland.",False,100,3.401597261428833,0.15000000596046448,0.149550661444664,stage1,LibriSpeech/test-clean/7176/92135/7176-92135-0042.flac,7176-92135-0042,0.15,stage1,
76,HE DETESTED THE GRASPING DISPOSITION THAT WOULD ENDEAVOR TO TAKE ADVANTAGE OF HIS EVIDENT DESIRE TO HELP YOUNG GATES,IT IS POSSIBLE THAT I MAY BE IN A POSITION THEN TO INDICATE SOME COURSE OF ACTION,"So it's not static, so it's so good. I mean, it's got really good. I think it's also the ancient planet and how great it is for the future.",False,100,2.2275233268737793,0.15000000596046448,0.1495463252067566,stage1,LibriSpeech/test-clean/6829/68769/6829-68769-0049.flac,6829-68769-0049,0.15,stage1,
77,AND NOW HE DESIRES TO SEE THE IDEAL STATE SET IN MOTION HE WOULD LIKE TO KNOW HOW SHE BEHAVED IN SOME GREAT STRUGGLE,THEIR ASSUMED CHARACTER CHANGED WITH THEIR CHANGING OPPORTUNITIES OR NECESSITIES,The,False,100,1.8048973083496094,0.15000000596046448,0.1495267152786255,stage1,LibriSpeech/test-clean/2961/961/2961-961-0001.flac,2961-961-0001,0.15,stage1,
78,EITHER HE CALLS MINISTERS THROUGH THE AGENCY OF MEN OR HE CALLS THEM DIRECTLY AS HE CALLED THE PROPHETS AND APOSTLES,THE HAWK SAT UPON THE BRANCH AND WATCHED HIS QUARRY SWIMMING BENEATH THE SURFACE,"In the low-paint areas, some of the vehicles might be used as a large-well, and good up to the green-off-watch and the sister-sisters.",False,100,3.7449417114257812,0.15000000596046448,0.1494787484407425,stage1,LibriSpeech/test-clean/2830/3980/2830-3980-0010.flac,2830-3980-0010,0.15,stage1,
79,SOMEHOW OF ALL THE DAYS WHEN THE HOME FEELING WAS THE STRONGEST THIS DAY IT SEEMED AS IF SHE COULD BEAR IT NO LONGER,AND ALL HIS BROTHERS AND SISTERS STOOD ROUND AND LISTENED WITH THEIR MOUTHS OPEN,"This is about all of its' again, especially since it's been history and history has been a huge way to set it up, and it's an exciting story for us.",False,100,2.5322048664093018,0.15000000596046448,0.1494346410036087,stage1,LibriSpeech/test-clean/237/126133/237-126133-0003.flac,237-126133-0003,0.15,stage1,
80,BUT THEL IS LIKE A FAINT CLOUD KINDLED AT THE RISING SUN I VANISH FROM MY PEARLY THRONE AND WHO SHALL FIND MY PLACE,WON'T YOU RUN INTO THE HOUSE AND SEE IF MARTHA CAN'T SPARE ONE OR TWO MORE MAIDS,I can't help but must build the doors and see if I'm not expecting to spread it.,False,100,2.9342124462127686,0.15000000596046448,0.14949437975883484,stage1,LibriSpeech/test-clean/908/157963/908-157963-0012.flac,908-157963-0012,0.15,stage1,
81,AND GENTLE SLEEP THE SLEEP OF DEATH AND GENTLY HEAR THE VOICE OF HIM THAT WALKETH IN THE GARDEN IN THE EVENING TIME,I DIDN'T STOP TO THINK WHETHER IT WAS FOOLISH OR NOT I DID IT AND I'M GLAD I DID,"And that dish is the first of all of you, or get a little bit of a boyfish coming to South Africa to think that we're all going to be able to do it.",False,100,2.9744136333465576,0.15000000596046448,0.1495472639799118,stage1,LibriSpeech/test-clean/908/157963/908-157963-0006.flac,908-157963-0006,0.15,stage1,
82,I AND MY WIFE AND SON AND THE TWO CRASWELLERS AND THREE OR FOUR OTHERS AGREED TO DINE ON BOARD THE SHIP ON THE NEXT,SIT DOWN PLEASE SAID GATES IN A CHEERFUL AND PLEASANT VOICE THERE'S A BENCH HERE,"Ice and Vajoyas keep down the peak, please love this place, it's a beautiful adding energy from an amazing day, it's a magic year.",False,100,2.1157174110412598,0.15000000596046448,0.14943428337574005,stage1,LibriSpeech/test-clean/8455/210777/8455-210777-0015.flac,8455-210777-0015,0.15,stage1,
83,IF WE HAD RETAINED THE SUBJECT OR ACT IN KNOWLEDGE THE WHOLE PROBLEM OF MEMORY WOULD HAVE BEEN COMPARATIVELY SIMPLE,I TOOK FIVE GREAT BRACELETS OF GOLD FROM OUR TREASURE CHEST AND GAVE THEM TO HIM,"If you have this kind of stuff, those are your cherished allergies, real heart attacks. And as you'll thought, these are the things that you could do to get as a team team.",False,100,3.8049280643463135,0.15000000596046448,0.14954222738742828,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0020.flac,8230-279154-0020,0.15,stage1,
84,THE BEHAVIOURIST WHO ATTEMPTS TO MAKE PSYCHOLOGY A RECORD OF BEHAVIOUR HAS TO TRUST HIS MEMORY IN MAKING THE RECORD,AS OUR BOAT FLASHED DOWN THE ROLLERS INTO THE WATER I MADE THIS SONG AND SANG IT,"The road is your own, but the distance that you're going to go is on a whole lot less as well as you're going to walk towards me and I can make this distance so I can save it.",False,100,2.4312291145324707,0.15000000596046448,0.14954829216003418,stage1,LibriSpeech/test-clean/8230/279154/8230-279154-0006.flac,8230-279154-0006,0.15,stage1,
85,IT IS YOU WHO ARE MISTAKEN RAOUL I HAVE READ HIS DISTRESS IN HIS EYES IN HIS EVERY GESTURE AND ACTION THE WHOLE DAY,HAS THEE CONSULTED THY MOTHER ABOUT A CAREER I SUPPOSE IT IS A CAREER THEE WANTS,The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is shining so good! The sun is,False,100,3.2385003566741943,0.15000000596046448,0.14957934617996216,stage1,LibriSpeech/test-clean/6930/75918/6930-75918-0009.flac,6930-75918-0009,0.15,stage1,
86,AND THEN HE TOLD ALL ABOUT HIS YOUTH AND THE LITTLE MICE HAD NEVER HEARD THE LIKE BEFORE AND THEY LISTENED AND SAID,I HAVEN'T HAD A CHANCE YET TO TELL YOU WHAT A JOLLY LITTLE PLACE I THINK THIS IS,"I'm in a relationship with my husband, and he's a police officer. I think he's in line with the insurance of the FBI. I think he's a good or a chance to see his wife, and she's telling the police.",False,100,2.635807514190674,0.15000000596046448,0.14958079159259796,stage1,LibriSpeech/test-clean/672/122797/672-122797-0055.flac,672-122797-0055,0.15,stage1,
